investor_name,investor_permalink,country_code,state_code,region,city,investment_count,funding_round_types,num_portfolio_companies
The Yoshida Group,/organization/the-yoshida-group,,,,,1,venture,1
Bruce Davis,/person/bruce-davis,,,,,1,venture,1
Craig Froude,/person/craig-froude,,,,,1,venture,1
Jon Peterson,/person/jon-peterson,USA,,,San Francisco,1,venture,1
Azeo Ventures,/organization/azeo-ventures,FRA,A8,Paris,Paris,1,venture,1
Cyber Capital,/organization/cyber-capital,USA,GA,Atlanta,Atlanta,1,venture,1
Daniel Lauren,/person/daniel-laurn,SWE,,,Stockholm,1,seed,1
GUANGZHOU BOSMA CORP,/organization/guangzhou-bosma-corp,,,,,1,seed,1
Extela Pty Ltd,/organization/extela-pty-ltd,,,,,1,angel,1
"BionX™ Medical Technologies, Inc.",/organization/biom,USA,MA,Boston,Bedford,1,venture,1
Ben White,/person/ben-white-3,,,,,1,venture,1
Anurag (Anu) Nigam,/person/anurag-nigam,,,,,1,seed,1
Dan Martin,/person/dan-martin,,,,,1,seed,1
David Li,/person/david-li,USA,,,San Francisco,1,seed,1
Matt Gilbert,/person/matt-gilbert-2,USA,,,San Francisco,1,venture,1
Suntech Power,/organization/suntech-power,CHN,1,Wuxi,Wuxi,1,venture,1
Visual China Group,/organization/visual-china-group,CHN,22,Beijing,Beijing,1,venture,1
Dustin Plett,/person/dustin-plett,,,,,1,venture,1
TBP Capital,/organization/tbp-capital,,,,,1,venture,1
Wu Zhengyu,/person/wu-zhengyu,,,,,1,venture,1
51intern Consulting,/organization/51intern-consulting,,,,,1,seed,1
DaD Asia,/organization/dad-asia,CHN,23,Shanghai,Shanghai,1,seed,1
Chinese venture firms,/organization/chinese-venture-firms,,,,,1,venture,1
Sky Blessing Investment,/organization/sky-blessing-investment,,,,,1,venture,1
Vcwill Capital,/organization/vcwill-capital,,,,,1,venture,1
Ekşi Teknoloji A.Ş,/organization/ekşi-teknoloji-a-Ş,,,,,1,venture,1
Beckman Group,/organization/beckman-group,,,,,1,seed,1
BrainInvest,/organization/braininvest,,,,,1,seed,1
"Berquet Desarrollo Empresarial, S.L.",/organization/berquet-desarrollo-empresarial-s-l,,,,,1,angel,1
Europa Press,/organization/europa-press,ESP,29,Madrid,Madrid,1,angel,1
Alvaro Ortiz Travado,/person/alvaro-ortiz-travado,,,,,1,angel,1
Diego Corral Basterra,/person/diego-corral-basterra,,,,,1,angel,1
Unai Ansejo Barra,/person/unai-ansejo-barra,,,,,1,angel,1
Fred & Farid Digital Investment Fund,/organization/fred-farid-digital-investment-fund,,,,,1,venture,1
Ipanema Technologies,/organization/ipanema-technologies,USA,MA,Boston,Waltham,1,venture,1
Sebastien Sikorski,/person/sebastien-sikorski,FRA,,,Paris,1,venture,1
Springboard Angels,/organization/springboard-angels,,,,,1,seed,1
Phillip Frost,/person/phillip-frost,,,,,1,venture,1
Buckeye Oil Producing Company,/organization/buckeye-oil-producing-company,,,,,1,seed,1
HongKong Jiahong Group,/organization/hongkong-jiahong-group,,,,,1,angel,1
Zone Labs,/organization/zone-labs,,,,,1,undisclosed,1
SmithCo Investments,/organization/smithco-investments,,,,,1,seed,1
I-SHIN,/organization/i-shin,,,,,1,seed,1
Reiter Capital,/organization/reiter-capital,CHN,22,Beijing,Beijing,1,venture,1
Sutton Place Managers,/organization/sutton-place-managers,,,,,1,venture,1
Mueller Ventures,/organization/mueller-ventures,,,,,1,venture,1
Pay Pal,/organization/pay-pal,,,,,1,seed,1
Janneke Niessen,/person/janneke-niessen,,,,,1,seed,1
Peter Davison,/person/peter-davison,,,,,1,seed,1
iBus Media Network,/organization/ibus-media-network,,,,,1,seed,1
Beth Haggerty,/person/beth-haggerty,,,,,1,seed,1
Mathias Helleu,/person/mathias-helleu,,,,,1,venture,1
Valucap Investments,/organization/valucap-investments,CAN,ON,Toronto,Toronto,1,venture,1
Asia Pacific Ventures,/organization/asia-pacific-ventures,USA,CA,SF Bay Area,Redwood City,1,venture,1
Beekman Capital,/organization/beekman-capital,,,,,1,venture,1
Ernst Hertzog,/person/ernst-hertzog,,,,,1,seed,1
Martin Diessner,/person/martin-diessner,,,,,1,seed,1
Neil Emerick,/person/neil-emerick,,,,,1,seed,1
Tahincioglu Ventures,/organization/tahincioglu-ventures,,,,,1,seed,1
John S. Hendricks,/person/john-s-hendricks,,,,,1,venture,1
Kevin Wall,/person/kevin-wall-4,,,,,1,venture,1
Ben Drury,/person/ben-drury,,,,,1,seed,1
University of Tokyo Edge Capital,/organization/university-of-tokyo-edge-capital,,,,,1,venture,1
Theorem Ventures,/organization/theorem-ventures,USA,CA,SF Bay Area,San Francisco,1,convertible_note,1
91Capital,/organization/91capital,,,,,1,venture,1
Jan Hung-Tze,/person/jan-hung-tze,,,,,1,venture,1
Paul Lin,/person/paul-lin,,,,,1,venture,1
Athena Technology Investors,/organization/athena-technology-investors,,,,,1,venture,1
Desh Deshpande,/person/desh-deshpande,,,,,1,angel,1
Nishant Vyas,/person/nishant-vyas,,,,,1,seed,1
Steve Cole,/person/steve-cole,,,,,1,angel,1
Enrique Godreau III,/person/enrique-godreau-iii,,,,,1,undisclosed,1
Kevin Croy,/person/kevin-croy,USA,,,Seattle,1,undisclosed,1
Sandy Sharma,/person/sandy-sharma,USA,,,Seattle,1,undisclosed,1
Sanjay Puri,/person/sanjay-puri,,,,,1,undisclosed,1
Tom Casey,/person/tom-casey-2,USA,,,Stamford,1,undisclosed,1
Nazmark,/organization/nazmark,,,,,1,venture,1
Southern Funds Group,/organization/southern-funds-group,USA,TX,Houston,Houston,1,venture,1
James Thompson,/person/james-thompson,,,,,1,venture,1
Mark Dice,/person/mark-dice,,,,,1,venture,1
Crocker Capital,/organization/crocker-capital,USA,CA,SF Bay Area,San Francisco,1,venture,1
Ayzenberg Group,/organization/ayzenberg-group,USA,CA,Los Angeles,Pasadena,1,seed,1
Caspian advisors,/organization/caspian-advisors,IND,2,Hyderabad,Hyderabad,1,venture,1
Legatum Ventures,/organization/legatum-ventures,ARE,3,Dubai,Dubai,1,venture,1
Alliance Capital Ventures,/organization/alliance-capital-ventures,USA,PA,Philadelphia,Philadelphia,1,venture,1
Massachusetts Institute of Technology - MIT,/organization/massachusetts-institute-of-technology-mit,USA,MA,Boston,Cambridge,1,venture,1
McDATA Corporation,/organization/mcdata-corporation,USA,CO,Denver,Broomfield,1,venture,1
WallerSutton,/organization/wallersutton,,,,,1,venture,1
UCLB,/organization/uclb,,,,,1,venture,1
SAKURA Internet,/organization/sakura-internet,,,,,1,seed,1
Keisuke Tomimatsu,/person/keisuke-tomimatsu,,,,,1,seed,1
George Soros,/person/george-soros-2,,,,,1,venture,1
Jordan S Zoot,/person/jordan-s-zoot-2,,,,,1,seed,1
Tiger Cub Funds,/organization/tiger-cub-funds,,,,,1,venture,1
ANTONIO MURRONI,/person/antonio-murroni,ITA,,,,1,seed,1
FILIPPO Murroni,/person/filippo-murroni,ITA,,,,1,seed,1
Michael Taus,/person/michael-taus,USA,,,Bend,1,seed,1
Bohemian Companies,/organization/bohemian-companies,,,,,1,private_equity,1
RKS Ventures,/organization/rks-ventures,,,,,1,venture,1
Alderley Park Ventures,/organization/alderley-park-ventures,,,,,1,seed,1
Apex Capital,/organization/apex-capital,USA,NY,New York City,New York,1,venture,1
Mark Shuttleworth,/person/mark-shuttleworth,,,,,1,angel,1
Rupert Pennant-Rea,/person/rupert-pennant-rea,,,,,1,angel,1
Maury Friedman,/person/maury-friedman,,,,,1,venture,1
C.P. Baker & Company,/organization/c-p-baker-company,USA,MA,Boston,Waltham,1,venture,1
Queen's University,/organization/queens-university,,,,,1,grant,1
University of Southern Maine,/organization/university-of-southern-maine,USA,ME,"Portland, Maine",Portland,1,grant,1
Stonewood Capital Management,/organization/stonewood-capital-management,USA,PA,Pittsburgh,Pittsburgh,1,venture,1
Mobile First Alliance,/organization/mobile-first-alliance,,,,,1,venture,1
CentralNic Group,/organization/centralnic-group,GBR,H9,London,London,1,venture,1
Shubert Organization,/organization/shubert-organization,USA,NY,New York City,New York,1,venture,1
Gary Fisher,/person/gary-fisher-2,GBR,,,London,1,venture,1
Steve Machin,/person/steve-machin,GBR,,,London,1,venture,1
Thomas Higgins,/person/thomas-higgins,IRL,,,Sligo,1,venture,1
FleetBoston Financial Group,/organization/fleetboston-financial-group,,,,,1,venture,1
Penta Mezzanine Fund,/organization/penta-mezzanine-fund,,,,,1,venture,1
Advanced Fibre Communications (AFC),/organization/advanced-fibre-communications-afc,,,,,1,venture,1
Sagamore Investments,/organization/sagamore-investments,USA,CA,SF Bay Area,San Francisco,1,venture,1
SDF Ventures,/organization/sdf-ventures,,,,,1,seed,1
Independence Health Group,/organization/independence-health-group,,,,,1,venture,1
JMP Group,/organization/jmp-group,USA,CA,SF Bay Area,San Francisco,1,venture,1
iMercury Capital,/organization/imercury-capital,,,,,1,venture,1
Tim Coltrell,/person/tim-coltrell-2,,,,,1,venture,1
Bio/Med Investor Network,/organization/bio-med-investor-network,,,,,1,venture,1
9411 Associates,/organization/9411-associates,,,,,1,venture,1
Yukon Partners,/organization/yukon-partners,USA,MN,Minneapolis,Minneapolis,1,venture,1
Fisher Investments,/organization/fisher-investments,USA,WA,WA - Other,Camas,1,venture,1
Pinto Technology Ventures,/organization/pinto-technology-ventures,USA,TX,Austin,Austin,1,venture,1
Jack Lief,/person/jack-lief,,,,,1,undisclosed,1
Kazuaki Yonemoto,/person/kazuaki-yonemoto,,,,,1,undisclosed,1
Payex Holding,/organization/payex-holding,,,,,1,venture,1
SjÃ¤tte AP-fonden,/organization/sjtte-ap-fonden,,,,,1,venture,1
Carl Palmstierna,/person/carl-palmstierna,,,,,1,angel,1
Patric Svanberg,/person/patric-svanberg,,,,,1,angel,1
Bluegrass Growth Fund Partners,/organization/bluegrass-growth-fund-partners,,,,,1,private_equity,1
Omicron Capital,/organization/omicron-capital,USA,MO,St. Louis,St Louis,1,private_equity,1
Jonathan Newcomb,/person/jonathan-newcomb,,,,,1,venture,1
Nathan Schultz,/person/nathan-schultz,USA,,,San Francisco,1,venture,1
Lucile Packard Foundation for Children’s Health,/organization/lucile-packard-foundation-for-childrens-health,,,,,1,debt_financing,1
MTC Software,/organization/mtc-software,USA,NY,NY - Other,Lockport,1,seed,1
Capimont,/organization/capimont,CAN,QC,Montreal,Montréal,1,venture,1
Bruno Ajuz,/person/bruno-ajuz,,,,,1,seed,1
Juan Sabater,/person/juan-sabater,,,,,1,seed,1
Ephor Group,/organization/ephor-group,USA,TX,Houston,Houston,1,venture,1
ING Furman Selz Asset Management,/organization/ing-furman-selz-asset-management,USA,NY,New York City,New York,1,venture,1
SG Capital Partners,/organization/sg-capital-partners,USA,CT,Hartford,Stamford,1,venture,1
Aclaris Therapeutics,/organization/aclaris-therapeutics,USA,PA,Philadelphia,Malvern,1,venture,1
Mossrock Capital,/organization/mossrock-capital,,,,,1,venture,1
TowerComm,/organization/towercomm,,,,,1,venture,1
Creades AB,/organization/creades-ab,,,,,1,venture,1
Tokio Marine Holdings,/organization/tokio-marine-holdings,JPN,40,Tokyo,Tokyo,1,venture,1
Indonesian conglomerate Sinarmas,/organization/indonesian-conglomerate-sinarmas,,,,,1,venture,1
JL Capital,/organization/jl-capital,,,,,1,venture,1
Roland Schemers,/person/roland-schemers,,,,,1,venture,1
Ross Dargahi,/person/ross-dargahi,,,,,1,venture,1
Momentum Equity Partners,/organization/momentum-equity-partners,USA,MA,Boston,Boston,1,venture,1
Groundswell Investments,/organization/groundswell-investments,,,,,1,venture,1
James Mausell Thomas,/person/james-mausell-thomas,,,,,1,seed,1
Jose Maria Corsino,/person/jose-maria-corsino,,,,,1,seed,1
Tom Erickson,/person/tom-erickson,,,,,1,venture,1
Darby Private Equity,/organization/darby-private-equity,USA,DC,"Washington, D.C.",Washington,1,undisclosed,1
Dave Mawhinney,/person/dave-mawhinney,,,,,1,seed,1
Carnegie Innovations,/organization/carnegie-innovations,,,,,1,venture,1
Independent Venture Fund,/organization/independent-venture-fund,,,,,1,venture,1
Nova Ventures,/organization/nova-ventures,USA,MA,Boston,Woburn,1,venture,1
KPN,/organization/kpn,NLD,11,The Hague,The Hague,1,venture,1
River City Internet Group,/organization/river-city-internet-group,,,,,1,seed,1
Brian Matthews,/person/brian-matthews-2,,,,,1,seed,1
Spangler Group,/organization/spangler-group,USA,WA,Seattle,Seattle,1,venture,1
Spangler Ventures,/organization/spangler-ventures,USA,WA,Seattle,Seattle,1,venture,1
CBS Holding,/organization/cbs-holding,,,,,1,angel,1
Bellingham Angel Fund,/organization/bellingham-angel-fund,,,,,1,venture,1
Anaphor Venture,/organization/anaphor-venture,,,,,1,angel,1
Proseed Capital,/organization/proseed-capital,,,,,1,angel,1
Vanderbilt University,/organization/vanderbilt-university,USA,TN,Nashville,Nashville,1,venture,1
ITFC,/organization/itfc,GBR,H9,London,London,1,undisclosed,1
Graeme McDowell,/person/graeme-mcdowell,,,,,1,undisclosed,1
Jim Furyk,/person/jim-furyk,,,,,1,undisclosed,1
Lee Westwood,/person/lee-westwood,,,,,1,undisclosed,1
Hambrecht EU Capital,/organization/hambrecht-eu-capital,,,,,1,venture,1
HouseValues,/organization/housevalues,USA,WA,Seattle,Kirkland,1,venture,1
Kendryx Enterprises,/organization/kendryx-enterprises,,,,,1,venture,1
Roy L. Rogers,/person/roy-l-rogers,USA,,,Menlo Park,1,venture,1
William R. Timken,/person/william-r-timken,,,,,1,venture,1
ProtectCELL,/organization/protectcell,USA,MI,Detroit,Novi,1,angel,1
Friends & Family,/organization/friends-family-2,,,,,1,angel,1
Hal Shear,/person/hal-shear,,,,,1,angel,1
Mary Naylor,/person/mary-naylor,,,,,1,angel,1
Bouygues Telecom Initiatives,/organization/bouygues-telecom-initiatives,,,,,1,venture,1
Vineyard Point Associates,/organization/vineyard-point-associates,,,,,1,seed,1
Taya Investment Company Ltd,/organization/taya-investment-company-ltd,,,,,1,venture,1
Altima Partners,/organization/altima-partners,GBR,H9,London,London,1,undisclosed,1
MYOB,/organization/myob,AUS,7,AUS - Other,Glen Waverley,1,venture,1
Arkansas Risk Capital Matching Fund,/organization/arkansas-risk-capital-matching-fund,USA,AR,AR - Other,Plainview,1,venture,1
Dillards,/organization/dillards,,,,,1,venture,1
"Jeremy Piven @ II, LLC",/organization/jp2s-llc,,,,,1,angel,1
"BELLE Michigan, LP",/organization/belle-michigan-lp,,,,,1,seed,1
Fidelity Asia Growth,/organization/fidelity-asia-growth,,,,,1,venture,1
Timothy McSweeney,/person/timothy-mcsweeney,,,,,1,seed,1
Todd McSweeney,/person/todd-mcsweeney,,,,,1,seed,1
Cellular Bioengineering,/organization/cellular-bioengineering,USA,HI,Honolulu,Honolulu,1,venture,1
Unspecified,/organization/unspecified,,,,,1,private_equity,1
Information Venture Partners,/organization/information-venture-partners,CAN,ON,Toronto,Toronto,1,venture,1
Kansas Technology,/organization/kansas-technology,USA,KS,Topeka,Topeka,1,venture,1
Noor Financial Investment,/organization/noor-financial-investment,KWT,2,Safat,Safat,1,venture,1
Katherine Ramirez,/person/katherine-ramirez,USA,,,Milwaukee,1,debt_financing,1
George Lindeman,/person/george-lindeman,,,,,1,venture,1
Virgilio Degiovanni,/person/virgilio-degiovanni,,,,,1,venture,1
American Pacific Ventures,/organization/american-pacific-ventures,,,,,1,venture,1
ASBC LLC,/organization/asbc-llc,USA,NY,New York City,New York,1,venture,1
Felix Investments,/organization/felix-investments,USA,NY,New York City,New York,1,venture,1
White Sand Capital,/organization/white-sand-capital,,,,,1,venture,1
AC Real Estate Holdings,/organization/ac-real-estate-holdings,,,,,1,venture,1
Harpeth Fund Advisors,/organization/harpeth-fund-advisors,USA,TN,Nashville,Nashville,1,venture,1
Harpeth Ventures,/organization/harpeth-ventures,,,,,1,venture,1
United Community Banks,/organization/united-community-banks,USA,,,,1,venture,1
VASCO Data Security International,/organization/vasco,USA,IL,Chicago,Chicago,1,seed,1
Karen Riley,/person/karen-riley,,,,,1,venture,1
Augmenta,/organization/augmenta,,,,,1,venture,1
LÃ¤nsfÃ¶rsÃ¤kringar SkÃ¥ne,/organization/lnsfrskringar-skne,,,,,1,venture,1
P.U.L.S.,/organization/p-u-l-s,,,,,1,venture,1
Sparbankstiftelsen SkÃ¥nes Riskkapitalstiftels,/organization/sparbankstiftelsen-sknes-riskkapitalstiftels,,,,,1,venture,1
Joy Chan,/person/joy-chan,,,,,1,seed,1
Mordechai Ben-Shach,/person/mordechai-ben-shach,,,,,1,venture,1
Robert Imershein,/person/robert-imershein,,,,,1,venture,1
MEP Associates,/organization/mep-associates,USA,WI,WI - Other,Eau Claire,1,venture,1
Chenen a.s.,/organization/chenen-a-s,,,,,1,seed,1
Jennifer Fremont-Smith,/person/jennifer-fremont-smith,,,,,1,seed,1
Margaret H. Lawrence,/person/margaret-h-lawrence,,,,,1,seed,1
Rich Greenfield,/person/rich-greenfield-2,USA,,,New York,1,seed,1
Rajiv Unnikrishnan,/person/rajiv-unnikrishnan,,,,,1,seed,1
Bastien Duclaux,/person/bastien-duclaux,,,,,1,venture,1
Philippe Besnard,/person/philippe-besnard,FRA,,,Paris,1,venture,1
Chris Nokleburg,/person/chris-nokleburg,,,,,1,seed,1
Encore Capital,/organization/encore-capital,GBR,H9,London,London,1,venture,1
Tomorrow Focus,/organization/tomorrow-focus,DEU,2,Munich,Munich,1,venture,1
Jacob Ballas Capital India,/organization/jacob-ballas-capital-india,IND,7,New Delhi,New Delhi,1,venture,1
Bancaja,/organization/bancaja,,,,,1,debt_financing,1
Blue Heron Ventures,/organization/blue-heron-ventures,USA,CA,Los Angeles,Los Angeles,1,angel,1
Christina Rind Helsbro,/person/christina-rind-helsbro,,,,,1,seed,1
Martin Bochineck,/person/martin-bochineck,,,,,1,seed,1
Prime Value Capital Management,/organization/prime-value-capital-management,,,,,1,venture,1
Enuvo,/organization/enuvo,,,,,1,seed,1
Moshe Franko.,/person/moshe-franko-2,,,,,1,seed,1
Shlomi Selim Benbasat,/person/selim-shlomi-benbasat,,,,,1,seed,1
Kevin Morgan,/person/kevin-morgan-3,USA,,,New York,1,seed,1
Andrew S. Lerner,/person/andrew-s-lerner-2,,,,,1,seed,1
Damon Ball,/person/damon-ball,USA,,,New York,1,seed,1
Geoffrey T. Barker,/person/geoffrey-t-barker,,,,,1,seed,1
Li Yi,/person/li-yi,,,,,1,seed,1
Steve Eskenazi,/person/steve-eskenazi,,,,,1,seed,1
Steven Yu,/person/steven-yu-2,,,,,1,seed,1
BroadNeeds,/organization/broadneeds,,,,,1,seed,1
JovInvestment Management,/organization/jovinvestment-management,,,,,1,venture,1
Greg Maffei,/person/greg-maffei,,,,,1,venture,1
Carmel Associates,/organization/carmel-associates,NGA,5,Lagos,Lagos,1,venture,1
Avlesh Singh,/person/avlesh-singh,,,,,1,angel,1
Jonathan Boutelle,/person/jonathan-boutelle,,,,,1,angel,1
Paras Chopra,/person/paras-chopra,,,,,1,angel,1
Ravi Srivastava,/person/ravi-srivastava-2,USA,,,Chicago,1,angel,1
Sachin Arora,/person/sachin-arora,,,,,1,angel,1
Sameer Parwani,/person/sameer-parwani,,,,,1,angel,1
Shubham Gupta,/person/shubham-gupta,IND,,,New Delhi,1,angel,1
Vikram Kapur,/person/vikram-kapur,IND,,,New Delhi,1,angel,1
Regions Bancorp,/organization/regions-bancorp,,,,,1,debt_financing,1
Patrick McKenna,/person/patrick-mckenna-2,,,,,1,seed,1
WBI Innovations,/organization/wbi-innovations,VEN,,COL - Other,Caracas,1,seed,1
RisSoft,/organization/rissoft,,,,,1,angel,1
Geniee,/organization/geniee,,,,,1,venture,1
Adrian Giles,/person/adrian-giles,,,,,1,angel,1
Mike Kerns,/person/mike-kerns,,,,,1,seed,1
Navneet Aron,/person/navneet-aron,USA,,,,1,seed,1
Sourabh Niyogi,/person/sourabh-niyogi,,,,,1,seed,1
Brainstorm Ventures,/organization/brainstorm-ventures,USA,CA,SF Bay Area,San Francisco,1,venture,1
